product_id,product_name,unit_price,segment,category,subcategory
FUR-BO-5522,O'Sullivan 4-Shelf Bookcase in Odessa Pine,74.13541860465119,Home Office,Furniture,Bookcases
FUR-BO-5523,O'Sullivan 5-Shelf Heavy-Duty Bookcases,69.06371428571431,Home Office,Furniture,Bookcases
FUR-BO-5524,O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,111.2338181818182,Home Office,Furniture,Bookcases
FUR-BO-5525,O'Sullivan Cherrywood Estates Traditional Bookcase,75.70945454545456,Home Office,Furniture,Bookcases
FUR-BO-5526,"O'Sullivan Elevations Bookcase, Cherry Finish",104.78400000000006,Corporate,Furniture,Bookcases
FUR-BO-5527,O'Sullivan Living Dimensions 2-Shelf Bookcases,108.66203636363628,Home Office,Furniture,Bookcases
FUR-BO-5528,O'Sullivan Living Dimensions 3-Shelf Bookcases,156.67304545454547,Consumer,Furniture,Bookcases
FUR-BO-5529,O'Sullivan Living Dimensions 5-Shelf Bookcases,167.94480000000004,Home Office,Furniture,Bookcases
FUR-BO-5530,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,136.63990000000004,Corporate,Furniture,Bookcases
FUR-BO-5531,O'Sullivan Plantations 2-Door Library in Landvery Oak,135.32653333333334,Corporate,Furniture,Bookcases
FUR-BO-5685,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",663.4457076923076,Home Office,Furniture,Bookcases
FUR-BO-5742,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",166.51965217391307,Home Office,Furniture,Bookcases
FUR-BO-5743,Rush Hierlooms Collection Rich Wood Bookcases,130.9304,Corporate,Furniture,Bookcases
FUR-BO-5745,"Safco 3-Shelf Cabinet, Metal",131.71259999999978,Home Office,Furniture,Bookcases
FUR-BO-5746,"Safco 3-Shelf Cabinet, Mobile",126.58799999999995,Home Office,Furniture,Bookcases
FUR-BO-5747,"Safco 3-Shelf Cabinet, Pine",147.28450000000012,Home Office,Furniture,Bookcases
FUR-BO-5748,"Safco 3-Shelf Cabinet, Traditional",122.70276923076938,Home Office,Furniture,Bookcases
FUR-BO-5760,"Safco Classic Bookcase, Metal",321.99343799999997,Home Office,Furniture,Bookcases
FUR-BO-5761,"Safco Classic Bookcase, Mobile",322.466752941176,Home Office,Furniture,Bookcases
FUR-BO-5762,"Safco Classic Bookcase, Pine",360.327659574468,Home Office,Furniture,Bookcases
FUR-BO-5763,"Safco Classic Bookcase, Traditional",326.83621621621614,Home Office,Furniture,Bookcases
FUR-BO-5768,"Safco Corner Shelving, Metal",114.59684684684703,Home Office,Furniture,Bookcases
FUR-BO-5769,"Safco Corner Shelving, Mobile",120.72170212765943,Home Office,Furniture,Bookcases
FUR-BO-5770,"Safco Corner Shelving, Pine",112.25184042553191,Home Office,Furniture,Bookcases
FUR-BO-5771,"Safco Corner Shelving, Traditional",111.24094285714273,Home Office,Furniture,Bookcases
FUR-BO-5777,"Safco Floating Shelf Set, Metal",146.45675999999997,Home Office,Furniture,Bookcases
FUR-BO-5778,"Safco Floating Shelf Set, Mobile",154.43301176470604,Home Office,Furniture,Bookcases
FUR-BO-5779,"Safco Floating Shelf Set, Pine",163.23024432989715,Corporate,Furniture,Bookcases
FUR-BO-5780,"Safco Floating Shelf Set, Traditional",154.25352857142852,Home Office,Furniture,Bookcases
FUR-BO-5785,"Safco Library with Doors, Metal",288.74692622950823,Home Office,Furniture,Bookcases
FUR-BO-5786,"Safco Library with Doors, Mobile",293.22993000000037,Home Office,Furniture,Bookcases
FUR-BO-5787,"Safco Library with Doors, Pine",299.29562255639047,Home Office,Furniture,Bookcases
FUR-BO-5788,"Safco Library with Doors, Traditional",277.6946021052636,Home Office,Furniture,Bookcases
FUR-BO-5797,"Safco Stackable Bookrack, Mobile",99.97814457831325,Home Office,Furniture,Bookcases
FUR-BO-5798,"Safco Stackable Bookrack, Pine",117.67461340206185,Home Office,Furniture,Bookcases
FUR-BO-5799,"Safco Stackable Bookrack, Traditional",94.20023913043482,Home Office,Furniture,Bookcases
FUR-BO-5809,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",54.81684000000001,Corporate,Furniture,Bookcases
FUR-BO-5810,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",56.78399999999998,Home Office,Furniture,Bookcases
FUR-BO-5940,"Sauder 3-Shelf Cabinet, Metal",120.56938811881191,Home Office,Furniture,Bookcases
FUR-BO-5941,"Sauder 3-Shelf Cabinet, Mobile",127.81863636363646,Home Office,Furniture,Bookcases
FUR-BO-5942,"Sauder 3-Shelf Cabinet, Pine",141.63224347826096,Home Office,Furniture,Bookcases
FUR-BO-5943,"Sauder 3-Shelf Cabinet, Traditional",123.08100674157298,Corporate,Furniture,Bookcases
FUR-BO-5944,Sauder Barrister Bookcases,48.58800000000001,Corporate,Furniture,Bookcases
FUR-BO-5945,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",108.882,Home Office,Furniture,Bookcases
FUR-BO-5946,"Sauder Camden County Collection Libraries, Planked Cherry Finish",99.76027894736843,Home Office,Furniture,Bookcases
FUR-BO-5947,Sauder Camden County Collection Library,87.95969999999998,Corporate,Furniture,Bookcases
FUR-BO-5948,"Sauder Classic Bookcase, Metal",354.2394936708861,Home Office,Furniture,Bookcases
FUR-BO-5949,"Sauder Classic Bookcase, Mobile",340.5193349514559,Home Office,Furniture,Bookcases
FUR-BO-5950,"Sauder Classic Bookcase, Pine",337.4304310344826,Home Office,Furniture,Bookcases
FUR-BO-5951,"Sauder Classic Bookcase, Traditional",357.245836601307,Home Office,Furniture,Bookcases
FUR-BO-5952,"Sauder Corner Shelving, Metal",110.21984504504516,Home Office,Furniture,Bookcases
FUR-BO-5953,"Sauder Corner Shelving, Mobile",120.81137391304337,Home Office,Furniture,Bookcases
FUR-BO-5954,"Sauder Corner Shelving, Pine",112.95953284671533,Home Office,Furniture,Bookcases
FUR-BO-5955,"Sauder Corner Shelving, Traditional",115.32988775510196,Home Office,Furniture,Bookcases
FUR-BO-5956,Sauder Cornerstone Collection Library,22.546555555555557,Home Office,Furniture,Bookcases
FUR-BO-5957,"Sauder Facets Collection Library, Sky Alder Finish",147.38476000000006,Consumer,Furniture,Bookcases
FUR-BO-5959,"Sauder Floating Shelf Set, Metal",164.94179277108455,Home Office,Furniture,Bookcases
FUR-BO-5960,"Sauder Floating Shelf Set, Mobile",165.9234905660378,Home Office,Furniture,Bookcases
FUR-BO-5961,"Sauder Floating Shelf Set, Pine",141.45868085106372,Home Office,Furniture,Bookcases
FUR-BO-5962,"Sauder Floating Shelf Set, Traditional",147.47115789473673,Home Office,Furniture,Bookcases
FUR-BO-5963,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",113.95689473684213,Corporate,Furniture,Bookcases
FUR-BO-5964,"Sauder Forest Hills Library, Woodland Oak Finish",123.48803703703709,Consumer,Furniture,Bookcases
FUR-BO-5965,Sauder Inglewood Library Bookcases,149.1938387096774,Home Office,Furniture,Bookcases
FUR-BO-5966,"Sauder Library with Doors, Metal",314.3118666666667,Home Office,Furniture,Bookcases
FUR-BO-5967,"Sauder Library with Doors, Mobile",252.82018965517244,Home Office,Furniture,Bookcases
FUR-BO-5968,"Sauder Library with Doors, Pine",326.3601136363634,Home Office,Furniture,Bookcases
FUR-BO-5969,"Sauder Library with Doors, Traditional",321.7013853658535,Home Office,Furniture,Bookcases
FUR-BO-5970,"Sauder Mission Library with Doors, Fruitwood Finish",95.91766153846154,Home Office,Furniture,Bookcases
FUR-BO-5971,"Sauder Stackable Bookrack, Mobile",118.98873626373624,Home Office,Furniture,Bookcases
FUR-BO-5972,"Sauder Stackable Bookrack, Pine",118.44277894736811,Home Office,Furniture,Bookcases
FUR-BO-5973,"Sauder Stackable Bookrack, Traditional",108.47333333333333,Home Office,Furniture,Bookcases
FUR-CH-3433,Bevis Steel Folding Chairs,75.560625,Home Office,Furniture,Chairs
FUR-CH-3977,DMI Arturo Collection Mission-style Design Wood Chair,120.51912280701742,Home Office,Furniture,Chairs
FUR-CH-4393,"Global Airflow Leather Mesh Back Chair, Black",127.29686274509793,Home Office,Furniture,Chairs
FUR-CH-4394,"Global Armless Task Chair, Royal Blue",51.249148936170215,Corporate,Furniture,Chairs
FUR-CH-4395,Global Chrome Stack Chair,25.06724999999999,Home Office,Furniture,Chairs
FUR-CH-4396,Global Comet Stacking Arm Chair,355.8834230769231,Corporate,Furniture,Chairs
FUR-CH-4397,Global Comet Stacking Armless Chair,248.88677419354823,Home Office,Furniture,Chairs
FUR-CH-4398,Global Commerce Series High-Back Swivel/Tilt Chairs,238.89812765957433,Home Office,Furniture,Chairs
FUR-CH-4399,Global Commerce Series Low-Back Swivel/Tilt Chairs,187.02433333333352,Home Office,Furniture,Chairs
FUR-CH-4400,Global Deluxe High-Back Manager's Chair,236.27395238095224,Home Office,Furniture,Chairs
FUR-CH-4401,Global Deluxe High-Back Office Chair in Storm,108.79199999999997,Corporate,Furniture,Chairs
FUR-CH-4402,Global Deluxe Office Fabric Chairs,84.28243750000006,Corporate,Furniture,Chairs
FUR-CH-4403,"Global Deluxe Stacking Chair, Gray",39.95729729729733,Home Office,Furniture,Chairs
FUR-CH-4404,Global Deluxe Steno Chair,60.324327272727245,Home Office,Furniture,Chairs
FUR-CH-4405,Global Enterprise Series Seating High-Back Swivel/Tilt Chairs,202.69304,Home Office,Furniture,Chairs
FUR-CH-4406,Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,Consumer,Furniture,Chairs
FUR-CH-4407,Global Ergonomic Managers Chair,154.27803278688506,Home Office,Furniture,Chairs
FUR-CH-4408,Global Executive Mid-Back Manager's Chair,261.8819999999999,Corporate,Furniture,Chairs
FUR-CH-4409,"Global Fabric Manager's Chair, Dark Gray",88.95857142857147,Home Office,Furniture,Chairs
FUR-CH-4410,"Global Geo Office Task Chair, Gray",67.21340000000004,Home Office,Furniture,Chairs
FUR-CH-4411,Global Highback Leather Tilter in Burgundy,78.5998723404255,Corporate,Furniture,Chairs
FUR-CH-4412,"Global High-Back Leather Tilter, Burgundy",100.68781333333321,Home Office,Furniture,Chairs
FUR-CH-4413,Global Italian Leather Office Chair,111.33300000000001,Corporate,Furniture,Chairs
FUR-CH-4414,"Global Leather & Oak Executive Chair, Burgundy",122.52268000000002,Home Office,Furniture,Chairs
FUR-CH-4415,"Global Leather and Oak Executive Chair, Black",249.10897872340408,Corporate,Furniture,Chairs
FUR-CH-4416,Global Leather Executive Chair,286.3339473684211,Home Office,Furniture,Chairs
FUR-CH-4417,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",156.83029508196705,Home Office,Furniture,Chairs
FUR-CH-4418,"Global Leather Task Chair, Black",76.82073170731714,Home Office,Furniture,Chairs
FUR-CH-4419,Global Low Back Tilter Chair,82.84950000000005,Home Office,Furniture,Chairs
FUR-CH-4420,"Global Manager's Adjustable Task Chair, Storm",133.66170588235295,Home Office,Furniture,Chairs
FUR-CH-4421,"Global Push Button Manager's Chair, Indigo",49.16303703703705,Home Office,Furniture,Chairs
FUR-CH-4422,"Global Stack Chair with Arms, Black",25.752051282051283,Corporate,Furniture,Chairs
FUR-CH-4423,"Global Stack Chair without Arms, Black",21.536052631578947,Home Office,Furniture,Chairs
FUR-CH-4424,Global Super Steno Chair,82.45554545454549,Home Office,Furniture,Chairs
FUR-CH-4425,"Global Task Chair, Black",38.33713333333334,Home Office,Furniture,Chairs
FUR-CH-4426,Global Troy Executive Leather Low-Back Tilter,397.51673913043453,Home Office,Furniture,Chairs
FUR-CH-4427,"Global Value Mid-Back Manager's Chair, Gray",50.8948490566038,Home Office,Furniture,Chairs
FUR-CH-4428,"Global Value Steno Chair, Gray",50.19042105263159,Home Office,Furniture,Chairs
FUR-CH-4429,"Global Wood Trimmed Manager's Task Chair, Khaki",70.48209638554212,Home Office,Furniture,Chairs
FUR-CH-4489,GuestStacker Chair with Chrome Finish Legs,287.8978604651162,Home Office,Furniture,Chairs
FUR-CH-4517,Harbour Creations 67200 Series Stacking Chairs,61.95895454545451,Home Office,Furniture,Chairs
FUR-CH-4518,"Harbour Creations Bag Chairs, Adjustable",45.50203233082705,Home Office,Furniture,Chairs
FUR-CH-4519,"Harbour Creations Bag Chairs, Black",44.3545576923077,Home Office,Furniture,Chairs
FUR-CH-4520,"Harbour Creations Bag Chairs, Red",44.74694728682166,Home Office,Furniture,Chairs
FUR-CH-4521,"Harbour Creations Bag Chairs, Set of Two",48.03370581395345,Home Office,Furniture,Chairs
FUR-CH-4522,"Harbour Creations Chairmat, Adjustable",60.85833000000001,Home Office,Furniture,Chairs
FUR-CH-4523,"Harbour Creations Chairmat, Black",51.03112641509445,Home Office,Furniture,Chairs
FUR-CH-4524,"Harbour Creations Chairmat, Red",60.06260869565221,Home Office,Furniture,Chairs
FUR-CH-4525,"Harbour Creations Chairmat, Set of Two",52.966847014925385,Home Office,Furniture,Chairs
FUR-CH-4530,"Harbour Creations Executive Leather Armchair, Adjustable",341.62630322580634,Home Office,Furniture,Chairs
FUR-CH-4531,"Harbour Creations Executive Leather Armchair, Black",329.13389126984185,Home Office,Furniture,Chairs
FUR-CH-4532,"Harbour Creations Executive Leather Armchair, Red",373.3000234234235,Home Office,Furniture,Chairs
FUR-CH-4544,"Harbour Creations Rocking Chair, Adjustable",114.84773617021268,Home Office,Furniture,Chairs
FUR-CH-4545,"Harbour Creations Rocking Chair, Black",112.35585810810804,Home Office,Furniture,Chairs
FUR-CH-4546,"Harbour Creations Rocking Chair, Red",112.37341704545473,Home Office,Furniture,Chairs
FUR-CH-4547,"Harbour Creations Rocking Chair, Set of Two",96.18834621848748,Home Office,Furniture,Chairs
FUR-CH-4556,Harbour Creations Steel Folding Chair,72.06666666666666,Corporate,Furniture,Chairs
FUR-CH-4557,"Harbour Creations Steel Folding Chair, Adjustable",67.4835368421053,Home Office,Furniture,Chairs
FUR-CH-4558,"Harbour Creations Steel Folding Chair, Black",73.4928357142858,Home Office,Furniture,Chairs
FUR-CH-4559,"Harbour Creations Steel Folding Chair, Red",68.69040608695653,Home Office,Furniture,Chairs
FUR-CH-4560,"Harbour Creations Steel Folding Chair, Set of Two",73.07814234234243,Home Office,Furniture,Chairs
FUR-CH-4561,"Harbour Creations Swivel Stool, Adjustable",139.62857171052627,Home Office,Furniture,Chairs
FUR-CH-4562,"Harbour Creations Swivel Stool, Black",118.91561538461532,Home Office,Furniture,Chairs
FUR-CH-4563,"Harbour Creations Swivel Stool, Red",123.64737666666669,Home Office,Furniture,Chairs
FUR-CH-4564,"Harbour Creations Swivel Stool, Set of Two",139.1587643312103,Home Office,Furniture,Chairs
FUR-CH-4602,High-Back Leather Manager's Chair,108.24621818181824,Corporate,Furniture,Chairs
FUR-CH-4613,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,218.9991176470587,Home Office,Furniture,Chairs
FUR-CH-4618,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,235.41932558139533,Home Office,Furniture,Chairs
FUR-CH-4619,Hon 4070 Series Pagoda Round Back Stacking Chairs,276.21173684210515,Corporate,Furniture,Chairs
FUR-CH-4620,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,305.279818181818,Corporate,Furniture,Chairs
FUR-CH-4623,HON 5400 Series Task Chairs for Big and Tall,559.1538139534883,Home Office,Furniture,Chairs
FUR-CH-4626,"Hon Bag Chairs, Adjustable",30.629873333333375,Home Office,Furniture,Chairs
FUR-CH-4627,"Hon Bag Chairs, Black",32.97335445544548,Home Office,Furniture,Chairs
FUR-CH-4628,"Hon Bag Chairs, Red",33.404360294117645,Home Office,Furniture,Chairs
FUR-CH-4629,"Hon Bag Chairs, Set of Two",34.78895287958116,Home Office,Furniture,Chairs
FUR-CH-4630,"Hon Chairmat, Adjustable",49.44177419354848,Home Office,Furniture,Chairs
FUR-CH-4631,"Hon Chairmat, Black",44.90646835443037,Home Office,Furniture,Chairs
FUR-CH-4632,"Hon Chairmat, Red",41.978230147058845,Home Office,Furniture,Chairs
FUR-CH-4633,"Hon Chairmat, Set of Two",41.71686818181822,Home Office,Furniture,Chairs
FUR-CH-4641,Hon Comfortask Task/Swivel Chairs,97.86558620689661,Corporate,Furniture,Chairs
FUR-CH-4649,Hon Deluxe Fabric Upholstered Stacking Chairs,176.33100000000007,Home Office,Furniture,Chairs
FUR-CH-4650,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",206.31291228070168,Home Office,Furniture,Chairs
FUR-CH-4651,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",180.54520000000002,Consumer,Furniture,Chairs
FUR-CH-4652,Hon Every-Day Chair Series Swivel Task Chairs,97.45611111111117,Corporate,Furniture,Chairs
FUR-CH-4653,Hon Every-Day Series Multi-Task Chairs,158.2449818181818,Home Office,Furniture,Chairs
FUR-CH-4654,"Hon Executive Leather Armchair, Adjustable",340.31651397058846,Home Office,Furniture,Chairs
FUR-CH-4655,"Hon Executive Leather Armchair, Black",354.63971298701296,Home Office,Furniture,Chairs
FUR-CH-4656,"Hon Executive Leather Armchair, Red",377.457556701031,Home Office,Furniture,Chairs
FUR-CH-4661,Hon GuestStacker Chair,202.2593846153845,Home Office,Furniture,Chairs
FUR-CH-4669,Hon Mobius Operator's Chair,118.07039999999994,Corporate,Furniture,Chairs
FUR-CH-4670,Hon Multipurpose Stacking Arm Chairs,185.7509090909091,Corporate,Furniture,Chairs
